event_id,event_type,total_attendees,load_factor,venue_capacity,risk_level
EVT01701,Exhibition,6692,0.91,7354,Medium
EVT00830,Festival,76709,0.7,109585,Low
EVT04671,Movie event,83228,1.64,50749,Very Critical
EVT03325,College Fest,9521,1.11,8578,High
EVT01171,College Fest,4037,0.63,6408,Low
EVT04740,Festival,35362,1.74,20323,Very Critical
EVT02591,Marathon,120431,1.08,111511,High
EVT02100,College Fest,3673,0.88,4174,Medium
EVT04313,Exhibition,6157,1.42,4336,Critical
EVT03269,Wedding,682,1.28,533,High
EVT01657,Product Launch,2694,0.9,2994,Medium
EVT04921,Festival,115689,1.59,72761,Critical
EVT03597,Concert,17966,1.05,17111,High
EVT03461,Trade Fair,12703,1.26,10082,High
EVT00537,Festival,51119,0.56,91284,Low
EVT03105,Exhibition,9165,1.05,8729,High
EVT04462,Conference,1010,1.46,692,Critical
EVT03866,Wedding,648,1.32,491,Critical
EVT00796,Festival,11001,0.78,14104,Low
EVT02134,Trade Fair,13099,0.93,14086,Medium
EVT01837,Corporate Meetup,370,0.91,407,Medium
EVT00012,Religious Gathering,74954,0.72,104104,Low
EVT02594,Sports Match,19340,1.22,15853,High
EVT02182,Product Launch,1366,0.92,1485,Medium
EVT04263,Wedding,1089,1.41,773,Critical
EVT01050,College Fest,9271,0.74,12529,Low
EVT04879,Sports Match,38664,1.74,22221,Very Critical
EVT01202,Cultural Event,2101,0.73,2879,Low
EVT02640,Exhibition,16116,1.28,12591,High
EVT03664,Concert,69066,1.24,55699,High
EVT00576,Exhibition,8899,0.74,12026,Low
EVT01398,Trade Fair,6862,0.93,7379,Medium
EVT01559,Conference,1289,0.88,1465,Medium
EVT00413,Wedding,388,0.72,539,Low
EVT03199,Corporate Meetup,337,1.27,266,High
EVT02494,Concert,13392,0.86,15573,Medium
EVT03432,Sports Match,36519,1.06,34452,High
EVT04747,Marathon,187779,1.65,113806,Very Critical
EVT04425,Exhibition,3216,1.46,2203,Critical
EVT02509,Wedding,260,1.17,223,High
EVT02992,College Fest,17923,1.28,14003,High
EVT04493,Product Launch,4135,1.63,2537,Very Critical
EVT00181,Exhibition,6951,0.57,12195,Low
EVT04105,Religious Gathering,175683,1.59,110493,Critical
EVT00211,Cultural Event,5000,0.52,9616,Low
EVT02664,Trade Fair,2600,1.28,2032,High
EVT02846,Product Launch,2154,1.05,2052,High
EVT04305,Sports Match,22011,1.78,12366,Very Critical
EVT00802,Sports Match,25338,0.67,37819,Low
EVT02682,Trade Fair,12059,1.05,11485,High
EVT01368,Religious Gathering,58140,0.91,63891,Medium
EVT01967,College Fest,10891,0.95,11465,Medium
EVT00136,College Fest,1975,0.32,6173,Low
EVT01729,Exhibition,12584,0.94,13388,Medium
EVT02209,Wedding,280,0.96,292,Medium
EVT00190,Political Rally,41713,0.41,101740,Low
EVT01049,Birthday Party,182,0.37,492,Low
EVT04561,Cultural Event,18521,1.63,11363,Very Critical
EVT02709,Trade Fair,14309,1.21,11826,High
EVT02276,Corporate Meetup,241,0.9,268,Medium
EVT04797,Cultural Event,5070,1.67,3036,Very Critical
EVT04533,College Fest,5398,1.58,3417,Critical
EVT04876,Movie event,73634,1.58,46604,Critical
EVT02799,Cultural Event,5475,1.19,4601,High
EVT04838,College Fest,3148,1.32,2385,Critical
EVT01308,Cultural Event,9914,0.96,10328,Medium
EVT03431,Movie event,37473,1.27,29507,High
EVT03095,Religious Gathering,94641,1.1,86038,High
EVT02986,Political Rally,103314,1.1,93922,High
EVT01154,Sports Match,9004,0.52,17316,Low
EVT00677,Conference,239,0.67,357,Low
EVT04204,Festival,176783,1.72,102781,Very Critical
EVT01843,Exhibition,8305,0.84,9888,Medium
EVT04118,Trade Fair,13617,1.43,9523,Critical
EVT01218,Concert,17758,0.68,26116,Low
EVT01182,Cultural Event,1431,0.47,3045,Low
EVT01294,Movie event,46726,0.9,51918,Medium
EVT01385,Movie event,5271,0.92,5730,Medium
EVT01280,Cultural Event,3861,0.82,4709,Medium
EVT00114,Marathon,13890,0.32,43409,Low
EVT04691,Conference,4086,1.78,2296,Very Critical
EVT04651,Sports Match,44621,1.47,30355,Critical
EVT01764,Religious Gathering,37810,0.85,44483,Medium
EVT04372,Cultural Event,20917,1.45,14426,Critical
EVT04892,Corporate Meetup,352,1.47,240,Critical
EVT00323,Marathon,21736,0.38,57200,Low
EVT03376,Product Launch,423,1.28,331,High
EVT04354,Sports Match,14920,1.68,8881,Very Critical
EVT03472,Exhibition,13177,1.14,11559,High
EVT02272,Concert,45154,0.82,55067,Medium
EVT02581,Corporate Meetup,417,1.07,390,High
EVT02893,Corporate Meetup,614,1.09,564,High
EVT03486,Exhibition,10675,1.04,10265,High
EVT03016,Sports Match,63804,1.14,55969,High
EVT04657,College Fest,8711,1.38,6313,Critical
EVT03658,Marathon,39531,1.27,31127,High
EVT03171,Product Launch,3037,1.09,2787,High
EVT04508,Political Rally,90070,1.36,66228,Critical
EVT02840,Concert,6608,1.11,5954,High
EVT02346,Wedding,376,0.98,384,Medium
EVT04364,Corporate Meetup,864,1.36,636,Critical
EVT01097,Wedding,140,0.53,266,Low
EVT00478,Product Launch,496,0.6,828,Low
EVT02289,Movie event,25293,0.89,28420,Medium
EVT02561,College Fest,16378,1.11,14755,High
EVT01426,Movie event,27390,0.9,30434,Medium
EVT02931,Religious Gathering,55154,1.03,53548,High
EVT02216,Wedding,224,0.97,231,Medium
EVT02169,Concert,20815,0.88,23654,Medium
EVT04302,Product Launch,4566,1.66,2751,Very Critical
EVT02407,Marathon,82483,0.98,84167,Medium
EVT03058,Sports Match,36546,1.27,28777,High
EVT04552,Festival,33819,1.36,24867,Critical
EVT00559,Exhibition,6825,0.52,13125,Low
EVT02086,Conference,2883,0.99,2913,Medium
EVT01607,Trade Fair,11268,0.81,13912,Medium
EVT03160,Political Rally,46555,1.07,43510,High
EVT00925,Product Launch,929,0.78,1192,Low
EVT04853,Cultural Event,9686,1.58,6131,Critical
EVT01584,Conference,2502,0.92,2720,Medium
EVT01023,Trade Fair,4432,0.46,9635,Low
EVT02922,Cultural Event,2106,1.04,2025,High
EVT00980,Exhibition,4182,0.31,13493,Low
EVT01556,Birthday Party,366,0.81,452,Medium
EVT03155,Religious Gathering,24494,1.18,20758,High
EVT02887,Cultural Event,10431,1.13,9231,High
EVT02484,Product Launch,441,0.87,508,Medium
EVT03312,Religious Gathering,140753,1.02,137994,High
EVT04370,Birthday Party,348,1.62,215,Very Critical
EVT03587,Concert,66465,1.15,57796,High
EVT01506,Concert,18573,0.84,22111,Medium
EVT03038,Exhibition,13172,1.15,11454,High
EVT04479,Trade Fair,4020,1.61,2497,Very Critical
EVT02744,Cultural Event,7547,1.18,6396,High
EVT01133,Sports Match,5244,0.49,10703,Low
EVT01547,Marathon,93369,0.85,109846,Medium
EVT00269,Conference,1247,0.56,2227,Low
EVT03138,Product Launch,2282,1.16,1968,High
EVT02027,Political Rally,94588,0.96,98530,Medium
EVT01261,Birthday Party,171,0.88,195,Medium
EVT02429,Cultural Event,8778,0.93,9439,Medium
EVT04323,Political Rally,100559,1.39,72345,Critical
EVT01884,Trade Fair,10645,0.88,12097,Medium
EVT04221,Festival,129309,1.57,82363,Critical
EVT01691,Sports Match,45605,0.87,52420,Medium
EVT01527,Cultural Event,9765,0.81,12056,Medium
EVT03408,Sports Match,22725,1.21,18781,High
EVT01062,Product Launch,1349,0.77,1753,Low
EVT01169,Product Launch,191,0.38,503,Low
EVT03009,Marathon,69245,1.28,54098,High
EVT02357,Marathon,16237,0.86,18881,Medium
EVT02665,Political Rally,107926,1.14,94672,High
EVT00340,Movie event,11998,0.62,19352,Low
EVT01149,Corporate Meetup,183,0.44,418,Low
EVT03477,Cultural Event,5928,1.04,5700,High
EVT01673,Conference,2271,0.89,2552,Medium
EVT01088,Festival,33486,0.62,54010,Low
EVT01715,Marathon,93061,0.88,105752,Medium
EVT03604,Marathon,49816,1.02,48840,High
EVT02939,Birthday Party,686,1.15,597,High
EVT01072,Conference,536,0.33,1625,Low
EVT04467,Religious Gathering,212152,1.44,147328,Critical
EVT03425,College Fest,16702,1.26,13256,High
EVT02540,Concert,64525,1.09,59198,High
EVT02325,Corporate Meetup,517,0.9,575,Medium
EVT02342,College Fest,5783,0.89,6498,Medium
EVT03275,Product Launch,1969,1.06,1858,High
EVT02300,College Fest,6753,0.9,7504,Medium
EVT04115,Wedding,429,1.54,279,Critical
EVT02212,Concert,32054,0.88,36425,Medium
EVT04044,Corporate Meetup,191,1.37,140,Critical
EVT00917,Wedding,396,0.5,792,Low
EVT03468,Concert,63131,1.26,50104,High
EVT03921,Political Rally,71614,1.56,45907,Critical
EVT00347,Movie event,21883,0.55,39789,Low
EVT04296,Religious Gathering,69385,1.32,52565,Critical
EVT02639,Festival,18126,1.28,14161,High
EVT03185,Corporate Meetup,561,1.3,432,High
EVT03392,Conference,1733,1.07,1620,High
EVT03774,Political Rally,48986,1.67,29333,Very Critical
EVT03091,Exhibition,11561,1.11,10416,High
EVT01366,Concert,37790,0.82,46086,Medium
EVT01365,Religious Gathering,53342,0.99,53881,Medium
EVT02473,Exhibition,1892,0.85,2227,Medium
EVT01807,Cultural Event,5012,0.85,5897,Medium
EVT04938,Birthday Party,927,1.53,606,Critical
EVT03315,Festival,111196,1.03,107958,High
EVT02960,Religious Gathering,163676,1.2,136397,High
EVT01069,Wedding,293,0.41,716,Low
EVT02583,Movie event,11878,1.26,9427,High
EVT04015,Religious Gathering,152892,1.37,111600,Critical
EVT00094,Trade Fair,5456,0.76,7180,Low
EVT01846,Political Rally,127538,0.87,146596,Medium
EVT03161,Birthday Party,868,1.29,673,High
EVT00014,Religious Gathering,37138,0.34,109230,Low
EVT02340,Product Launch,1253,0.99,1266,Medium
EVT01447,Product Launch,2726,0.99,2754,Medium
EVT03307,Conference,631,1.09,579,High
EVT02298,Product Launch,1490,0.92,1620,Medium
EVT00270,Trade Fair,2557,0.39,6557,Low
EVT02253,Product Launch,2718,1,2718,Medium
EVT02116,College Fest,4267,1,4267,Medium
EVT00365,Marathon,37375,0.74,50507,Low
EVT03808,Festival,103046,1.72,59911,Very Critical
EVT02711,Conference,831,1.14,729,High
EVT00451,Exhibition,2054,0.35,5871,Low
EVT00464,Product Launch,1295,0.59,2195,Low
EVT02392,Trade Fair,2757,0.81,3404,Medium
EVT03788,Festival,53389,1.48,36074,Critical
EVT02938,Concert,34950,1.18,29619,High
EVT00620,Religious Gathering,34545,0.79,43728,Low
EVT03533,Concert,18952,1.29,14692,High
EVT03573,Concert,62433,1.13,55251,High
EVT00463,Sports Match,27183,0.6,45305,Low
EVT00721,Wedding,187,0.53,353,Low
EVT02508,Sports Match,30660,1.13,27133,High
EVT01753,Festival,116249,0.91,127747,Medium
EVT01521,College Fest,9803,0.86,11399,Medium
EVT03423,Cultural Event,10607,1.16,9144,High
EVT03675,Political Rally,30985,1.03,30083,High
EVT01583,Birthday Party,588,0.89,661,Medium
EVT00797,Exhibition,10170,0.71,14324,Low
EVT01572,Birthday Party,153,0.85,181,Medium
EVT04417,Exhibition,11302,1.36,8311,Critical
EVT00627,Exhibition,5677,0.77,7373,Low
EVT02825,Sports Match,49129,1.2,40941,High
EVT03942,Birthday Party,615,1.62,380,Very Critical
EVT03257,Exhibition,3557,1.08,3294,High
EVT01869,Corporate Meetup,113,0.92,123,Medium
EVT03222,Religious Gathering,71611,1.04,68857,High
EVT03639,Cultural Event,6393,1.25,5115,High
EVT02373,Product Launch,2240,0.85,2636,Medium
EVT03041,College Fest,13801,1.04,13271,High
EVT04214,College Fest,8890,1.61,5522,Very Critical
EVT02727,Exhibition,9849,1.2,8208,High
EVT02269,Cultural Event,13489,0.9,14988,Medium
EVT03950,Birthday Party,485,1.63,298,Very Critical
EVT02815,Religious Gathering,109859,1.03,106660,High
EVT03136,College Fest,4966,1.13,4395,High
EVT00198,Religious Gathering,12715,0.76,16731,Low
EVT03330,Exhibition,13363,1.07,12489,High
EVT03395,Sports Match,47569,1.12,42473,High
EVT00868,Trade Fair,4058,0.7,5798,Low
EVT00743,Exhibition,3512,0.42,8363,Low
EVT04435,Wedding,1035,1.59,651,Critical
EVT04453,Political Rally,166302,1.6,103939,Critical
EVT01910,Product Launch,1476,0.9,1641,Medium
EVT01533,Marathon,134034,0.99,135388,Medium
EVT01509,Birthday Party,624,0.96,650,Medium
EVT01224,Corporate Meetup,210,0.53,397,Low
EVT03149,Religious Gathering,42477,1.2,35398,High
EVT00359,Festival,42178,0.62,68030,Low
EVT02481,Cultural Event,7876,0.81,9724,Medium
EVT02811,Political Rally,92499,1.27,72834,High
EVT03303,Cultural Event,4457,1.24,3595,High
EVT04393,Conference,644,1.62,398,Very Critical
EVT03253,Concert,65301,1.29,50621,High
EVT01055,Festival,49196,0.44,111811,Low
EVT03356,Movie event,24183,1.29,18747,High
EVT04829,Movie event,72469,1.77,40943,Very Critical
EVT02452,Sports Match,51777,0.9,57530,Medium
EVT04856,Festival,117972,1.61,73275,Very Critical
EVT04136,Birthday Party,652,1.45,450,Critical
EVT02045,Birthday Party,231,0.95,244,Medium
EVT01406,Corporate Meetup,544,0.91,598,Medium
EVT04088,Conference,4226,1.48,2856,Critical
EVT04608,Political Rally,79250,1.74,45546,Very Critical
EVT02797,College Fest,5201,1.26,4128,High
EVT00147,Festival,68584,0.52,131893,Low
EVT03923,Festival,139328,1.56,89313,Critical
EVT03245,Concert,23818,1.3,18322,High
EVT01381,Trade Fair,7341,0.89,8249,Medium
EVT01175,Wedding,214,0.6,358,Low
EVT01241,Exhibition,6380,0.72,8862,Low
EVT00482,Movie event,2973,0.48,6194,Low
EVT00712,Marathon,86529,0.8,108162,Low
EVT03702,Movie event,8512,1.27,6703,High
EVT03901,Cultural Event,3175,1.47,2160,Critical
EVT00113,Movie event,25041,0.58,43175,Low
EVT00352,Wedding,522,0.66,792,Low
EVT02520,Cultural Event,17642,1.26,14002,High
EVT00284,Corporate Meetup,405,0.74,548,Low
EVT04727,Concert,77759,1.63,47705,Very Critical
EVT00640,College Fest,4797,0.55,8723,Low
EVT01601,Sports Match,14241,0.84,16954,Medium
EVT01759,Religious Gathering,50694,0.87,58269,Medium
EVT01192,Wedding,401,0.62,647,Low
EVT01425,College Fest,10275,0.98,10485,Medium
EVT03754,Religious Gathering,111977,1.53,73188,Critical
EVT00710,Sports Match,11499,0.32,35937,Low
EVT00994,Marathon,31673,0.46,68855,Low
EVT00426,Marathon,33459,0.41,81609,Low
EVT00835,Cultural Event,7890,0.69,11435,Low
EVT04267,Exhibition,12608,1.37,9203,Critical
EVT03590,Religious Gathering,80039,1.07,74803,High
EVT03801,Cultural Event,8517,1.35,6309,Critical
EVT02859,Concert,56997,1.27,44880,High
EVT04807,Marathon,234708,1.7,138064,Very Critical
EVT02738,Cultural Event,6622,1.22,5428,High
EVT02501,Sports Match,56023,1.15,48716,High
EVT00781,College Fest,6806,0.56,12154,Low
EVT04189,Sports Match,83350,1.52,54836,Critical
EVT03159,College Fest,13104,1.22,10741,High
EVT02557,Wedding,813,1.17,695,High
EVT01483,Conference,603,0.85,710,Medium
EVT00768,Political Rally,47151,0.32,147348,Low
EVT04662,Corporate Meetup,490,1.52,323,Critical
EVT00180,Product Launch,702,0.72,976,Low
EVT00427,Religious Gathering,51246,0.51,100484,Low
EVT04434,Sports Match,69592,1.38,50429,Critical
EVT02381,Marathon,125067,0.97,128936,Medium
EVT00622,Festival,71971,0.68,105841,Low
EVT04530,Product Launch,2301,1.57,1466,Critical
EVT04337,Corporate Meetup,398,1.74,229,Very Critical
EVT03946,Exhibition,22646,1.67,13561,Very Critical
EVT04215,Trade Fair,8823,1.36,6488,Critical
EVT03963,Sports Match,22209,1.76,12619,Very Critical
EVT04275,Movie event,97435,1.8,54131,Very Critical
EVT03681,College Fest,12230,1.21,10108,High
EVT03070,Exhibition,13411,1.05,12773,High
EVT03196,Trade Fair,6288,1.25,5031,High
EVT02388,Conference,1894,0.96,1973,Medium
EVT01968,Movie event,7960,0.93,8560,Medium
EVT01330,Religious Gathering,65360,0.95,68800,Medium
EVT02368,Exhibition,11028,0.94,11732,Medium
EVT00514,Sports Match,2685,0.43,6245,Low
EVT04702,Movie event,46229,1.43,32328,Critical
EVT03724,Birthday Party,416,1.09,382,High
EVT02866,Corporate Meetup,321,1.05,306,High
EVT01989,Religious Gathering,31665,0.97,32645,Medium
EVT01808,Cultural Event,8396,0.89,9434,Medium
EVT00839,Conference,791,0.31,2553,Low
EVT04338,Corporate Meetup,855,1.52,563,Critical
EVT04679,Product Launch,3826,1.74,2199,Very Critical
EVT04868,Cultural Event,7964,1.31,6080,Critical
EVT03998,Wedding,841,1.36,619,Critical
EVT03738,Corporate Meetup,250,1.02,246,High
EVT03416,Concert,40926,1.02,40124,High
EVT03348,Trade Fair,5078,1.15,4416,High
EVT03701,Corporate Meetup,154,1.17,132,High
EVT04488,Cultural Event,8644,1.7,5085,Very Critical
EVT03542,Marathon,90657,1.1,82416,High
EVT01557,Religious Gathering,98974,0.97,102036,Medium
EVT02934,Wedding,677,1.15,589,High
EVT01719,Trade Fair,10256,0.84,12210,Medium
EVT02792,Sports Match,35839,1.03,34796,High
EVT02465,Conference,989,0.85,1164,Medium
EVT04169,Birthday Party,964,1.45,665,Critical
EVT01435,Concert,37130,0.98,37888,Medium
EVT00231,Conference,444,0.41,1084,Low
EVT01107,Birthday Party,341,0.44,776,Low
EVT02060,Wedding,245,0.83,296,Medium
EVT01537,Concert,41801,0.85,49178,Medium
EVT00786,Sports Match,38274,0.8,47843,Low
EVT01235,Concert,5223,0.64,8161,Low
EVT02284,Corporate Meetup,350,0.82,428,Medium
EVT02715,Wedding,722,1.22,592,High
EVT03309,Conference,2361,1.08,2187,High
EVT03837,Wedding,1193,1.74,686,Very Critical
EVT01578,Product Launch,1331,0.85,1567,Medium
EVT01748,Wedding,221,0.87,255,Medium
EVT03353,Religious Gathering,20933,1.07,19564,High
EVT02448,Marathon,28179,0.82,34365,Medium
EVT00745,Trade Fair,2827,0.35,8079,Low
EVT03430,Religious Gathering,124766,1.13,110413,High
EVT03450,Trade Fair,5667,1.18,4803,High
EVT04384,Product Launch,4343,1.56,2784,Critical
EVT02798,Corporate Meetup,677,1.25,542,High
EVT03326,Festival,129693,1.3,99764,High
EVT00775,Concert,23129,0.58,39879,Low
EVT00311,Marathon,17157,0.34,50464,Low
EVT01966,Trade Fair,12921,0.93,13894,Medium
EVT01371,Festival,16542,0.83,19931,Medium
EVT00066,Marathon,20969,0.35,59914,Low
EVT02964,Festival,135950,1.23,110529,High
EVT02766,Birthday Party,132,1.23,108,High
EVT01005,Wedding,76,0.3,254,Low
EVT03734,Trade Fair,4470,1.16,3854,High
EVT01517,Concert,49400,0.97,50928,Medium
EVT00374,Concert,5736,0.69,8314,Low
EVT02130,Religious Gathering,43906,0.9,48785,Medium
EVT00235,Corporate Meetup,74,0.65,114,Low
EVT01061,Political Rally,39835,0.59,67517,Low
EVT01450,Cultural Event,8308,0.84,9891,Medium
EVT04589,Exhibition,18884,1.51,12506,Critical
EVT03046,Exhibition,16594,1.19,13945,High
EVT00504,Exhibition,3208,0.35,9167,Low
EVT01581,Concert,6864,0.94,7303,Medium
EVT02017,Festival,30158,0.97,31091,Medium
EVT02273,Marathon,36282,0.88,41230,Medium
EVT02670,Concert,32827,1.07,30680,High
EVT02181,Exhibition,4474,0.85,5264,Medium
EVT04089,Marathon,214005,1.8,118892,Very Critical
EVT02425,Festival,14452,0.86,16805,Medium
EVT04755,Product Launch,4752,1.64,2898,Very Critical
EVT04355,Exhibition,6750,1.55,4355,Critical
EVT01103,Cultural Event,4333,0.32,13542,Low
EVT03676,Trade Fair,5404,1.09,4958,High
EVT00896,Wedding,286,0.44,650,Low
EVT01900,Wedding,632,0.86,735,Medium
EVT01434,Movie event,35429,0.96,36906,Medium
EVT00694,Cultural Event,8212,0.57,14408,Low
EVT02620,Religious Gathering,91721,1.23,74570,High
EVT03293,Political Rally,91216,1.06,86053,High
EVT04916,Exhibition,14339,1.48,9689,Critical
EVT00824,Sports Match,8298,0.52,15958,Low
EVT04809,Movie event,59680,1.71,34901,Very Critical
EVT00300,Product Launch,1667,0.77,2165,Low
EVT00948,Exhibition,1778,0.57,3120,Low
EVT00536,Political Rally,46093,0.74,62289,Low
EVT01219,College Fest,1467,0.64,2293,Low
EVT03777,Corporate Meetup,970,1.65,588,Very Critical
EVT03447,Festival,66279,1.07,61943,High
EVT03925,Product Launch,3119,1.66,1879,Very Critical
EVT01881,Concert,35133,0.98,35850,Medium
EVT01096,Product Launch,507,0.71,715,Low
EVT02332,Corporate Meetup,161,0.98,165,Medium
EVT01928,Exhibition,4676,0.92,5083,Medium
EVT01744,Movie event,26309,0.93,28290,Medium
EVT00572,Conference,979,0.55,1780,Low
EVT01921,Political Rally,104653,0.98,106789,Medium
EVT01077,Corporate Meetup,159,0.37,430,Low
EVT02837,Political Rally,133985,1.23,108931,High
EVT03135,Product Launch,498,1.09,457,High
EVT04269,College Fest,10948,1.33,8232,Critical
EVT01389,Movie event,16799,0.89,18876,Medium
EVT04225,Corporate Meetup,968,1.41,687,Critical
EVT03709,Trade Fair,18480,1.3,14216,High
EVT02728,Religious Gathering,126342,1.28,98705,High
EVT03131,College Fest,11814,1.21,9764,High
EVT01688,Movie event,37110,0.86,43152,Medium
EVT04565,Trade Fair,17336,1.76,9850,Very Critical
EVT02644,Sports Match,71310,1.26,56596,High
EVT02227,College Fest,4725,0.94,5027,Medium
EVT01253,Religious Gathering,71684,0.93,77080,Medium
EVT01445,Political Rally,39769,0.82,48499,Medium
EVT03686,Religious Gathering,26812,1.11,24155,High
EVT04049,Concert,50390,1.47,34279,Critical
EVT04579,College Fest,15949,1.41,11312,Critical
EVT00019,Religious Gathering,48244,0.44,109647,Low
EVT03813,College Fest,21576,1.74,12400,Very Critical
EVT00192,Political Rally,13963,0.77,18134,Low
EVT03983,College Fest,8846,1.42,6230,Critical
EVT01467,Religious Gathering,102092,0.84,121539,Medium
EVT00811,Sports Match,8573,0.38,22561,Low
EVT00424,Political Rally,13809,0.44,31386,Low
EVT00013,Birthday Party,95,0.66,144,Low
EVT01017,Marathon,18590,0.42,44264,Low
EVT04266,College Fest,21687,1.48,14654,Critical
EVT03704,College Fest,14694,1.02,14406,High
EVT01628,Wedding,107,0.99,109,Medium
EVT01710,College Fest,8893,0.89,9993,Medium
EVT00664,Cultural Event,6187,0.63,9822,Low
EVT00401,Religious Gathering,46885,0.51,91932,Low
EVT04369,Political Rally,189213,1.72,110008,Very Critical
EVT03623,Religious Gathering,180381,1.28,140923,High
EVT04789,Marathon,23170,1.46,15870,Critical
EVT01292,Political Rally,66382,0.97,68436,Medium
EVT03517,Trade Fair,5576,1.29,4323,High
EVT03965,Concert,76793,1.39,55247,Critical
EVT02643,Cultural Event,16231,1.12,14492,High
EVT04497,Sports Match,49028,1.32,37143,Critical
EVT03868,Movie event,86874,1.58,54984,Critical
EVT00249,Marathon,52230,0.58,90053,Low
EVT03031,Festival,43100,1.02,42255,High
EVT02151,Conference,2161,0.87,2485,Medium
EVT04182,Marathon,125508,1.55,80973,Critical
EVT01424,Movie event,16675,0.82,20336,Medium
EVT03924,Religious Gathering,115524,1.58,73117,Critical
EVT01836,Corporate Meetup,345,0.96,360,Medium
EVT02144,Conference,2143,0.86,2492,Medium
EVT02742,Conference,1973,1.22,1618,High
EVT02536,Product Launch,541,1.2,451,High
EVT01965,Marathon,94981,0.86,110444,Medium
EVT01270,Exhibition,9715,0.98,9914,Medium
EVT00872,Product Launch,206,0.65,318,Low
EVT03020,Wedding,145,1.18,123,High
EVT04104,Festival,214573,1.63,131640,Very Critical
EVT02553,Birthday Party,860,1.16,742,High
EVT04971,Product Launch,1681,1.7,989,Very Critical
EVT01522,College Fest,9666,0.95,10175,Medium
EVT00540,Political Rally,42685,0.44,97012,Low
EVT01024,Religious Gathering,81059,0.78,103922,Low
EVT00358,Cultural Event,1470,0.61,2410,Low
EVT00648,Wedding,278,0.69,404,Low
EVT04418,Corporate Meetup,1157,1.59,728,Critical
EVT03562,Corporate Meetup,324,1.17,277,High
EVT02889,Cultural Event,2858,1.23,2324,High
EVT04385,Product Launch,755,1.6,472,Critical
EVT00596,Product Launch,804,0.53,1518,Low
EVT00646,Birthday Party,390,0.54,724,Low
EVT04935,Birthday Party,972,1.35,720,Critical
EVT03383,Marathon,85870,1.17,73394,High
EVT04647,Exhibition,9271,1.76,5268,Very Critical
EVT04516,Wedding,844,1.76,480,Very Critical
EVT03789,Conference,1138,1.45,785,Critical
EVT03301,Product Launch,1368,1.07,1279,High
EVT04877,Marathon,178440,1.33,134166,Critical
EVT02405,Festival,21576,1,21576,Medium
EVT01374,Birthday Party,454,0.88,517,Medium
EVT00966,Conference,1738,0.78,2229,Low
EVT00957,Corporate Meetup,91,0.72,127,Low
EVT00831,Festival,58938,0.47,125401,Low
EVT02279,Cultural Event,11788,0.92,12814,Medium
EVT03871,Trade Fair,12410,1.54,8059,Critical
EVT02652,Corporate Meetup,352,1.08,326,High
EVT03767,Cultural Event,19271,1.36,14170,Critical
EVT03005,College Fest,6910,1.24,5573,High
EVT01640,Cultural Event,4700,0.92,5109,Medium
EVT04875,Marathon,25535,1.66,15383,Very Critical
EVT04653,Cultural Event,19785,1.66,11919,Very Critical
EVT01954,Concert,21416,0.9,23796,Medium
EVT00955,Festival,19595,0.42,46655,Low
EVT01637,Product Launch,1678,0.95,1767,Medium
EVT04157,Sports Match,38960,1.42,27437,Critical
EVT00387,Movie event,23181,0.6,38635,Low
EVT01165,Cultural Event,6100,0.52,11732,Low
EVT04291,College Fest,23017,1.63,14121,Very Critical
EVT02428,Sports Match,34106,0.97,35161,Medium
EVT04184,Corporate Meetup,1109,1.46,760,Critical
EVT04573,Movie event,32989,1.77,18638,Very Critical
EVT02154,Exhibition,2049,0.99,2070,Medium
EVT03072,Political Rally,130579,1.22,107032,High
EVT02675,Religious Gathering,19901,1.15,17306,High
EVT02150,Exhibition,7298,0.9,8109,Medium
EVT04463,Conference,3587,1.74,2062,Very Critical
EVT04134,Festival,45006,1.53,29416,Critical
EVT04131,Religious Gathering,80892,1.49,54290,Critical
EVT00125,Trade Fair,3477,0.45,7728,Low
EVT04070,Political Rally,201535,1.76,114509,Very Critical
EVT04509,Conference,2003,1.66,1207,Very Critical
EVT04930,Corporate Meetup,1076,1.43,753,Critical
EVT00432,College Fest,5391,0.37,14572,Low
EVT02192,Cultural Event,10026,0.89,11266,Medium
EVT04112,Movie event,10834,1.67,6488,Very Critical
EVT04340,College Fest,7432,1.72,4321,Very Critical
EVT03782,Birthday Party,282,1.42,199,Critical
EVT00686,Concert,13948,0.63,22141,Low
EVT02277,Exhibition,6763,0.95,7119,Medium
EVT01162,College Fest,3114,0.48,6488,Low
EVT04689,Birthday Party,466,1.4,333,Critical
EVT00720,Marathon,73227,0.49,149443,Low
EVT01322,Marathon,128964,0.86,149959,Medium
EVT04792,College Fest,6988,1.76,3971,Very Critical
EVT02856,Festival,135350,1.21,111860,High
EVT03624,Cultural Event,8981,1.23,7302,High
EVT00860,Trade Fair,5939,0.4,14849,Low
EVT03830,College Fest,22385,1.51,14825,Critical
EVT03499,Festival,27284,1.14,23934,High
EVT00226,Movie event,20888,0.58,36015,Low
EVT01237,Birthday Party,380,0.65,585,Low
EVT00585,Wedding,349,0.77,454,Low
EVT03340,Sports Match,36723,1.11,33084,High
EVT02160,Wedding,489,0.88,556,Medium
EVT00294,Exhibition,1382,0.44,3143,Low
EVT04380,Religious Gathering,196314,1.43,137283,Critical
EVT00993,Conference,257,0.58,444,Low
EVT01156,Movie event,19405,0.33,58806,Low
EVT02827,Birthday Party,280,1.06,265,High
EVT01510,Birthday Party,547,0.99,553,Medium
